ISIN,Name,Type,Region,Country,Country_Code,ETF_Provider,ETF_Subtype,Distribution,Currency_Name,Is_ADR,Page,Search_Key
US08862E1091,Beyond Meat,Stock,North America,United States,US,,,Unknown,USD,False,199,beyond meat
US0887361030,"Société Bic S.A. Act.Nom.(Unsp.ADRs)1/2/EO 3,82",Stock,North America,United States,US,,,Unknown,USD,True,199,"société bic s.a. act.nom.(unsp.adrs)1/2/eo 3,82"
US0887861088,Bicycle Therapeutics (ADR),Stock,North America,United States,US,,,Unknown,USD,True,199,bicycle therapeutics (adr)
US0889291045,BGC Group,Stock,North America,United States,US,,,Unknown,USD,False,199,bgc group
US08915P1012,Big 5 Sporting Goods,Stock,North America,United States,US,,,Unknown,USD,False,199,big 5 sporting goods
US08975B1098,BigBear.ai,Stock,North America,United States,US,,,Unknown,USD,False,199,bigbear.ai
US08975P1084,Bigcommerce,Stock,North America,United States,US,,,Unknown,USD,False,199,bigcommerce
US08986R3093,Biglari Holdings,Stock,North America,United States,US,,,Unknown,USD,False,199,biglari holdings
US08986R4083,Biglari Holdings (A),Stock,North America,United States,US,,,Unknown,USD,False,199,biglari holdings (a)
US09003Q1004,Bilfinger (ADR),Stock,North America,United States,US,,,Unknown,USD,True,199,bilfinger (adr)
US0900401060,Bilibili (ADR),Stock,North America,United States,US,,,Unknown,USD,True,199,bilibili (adr)
US0900431000,Bill.com,Stock,North America,United States,US,,,Unknown,USD,False,199,bill.com
US09032H1059,Binah Capital Group,Stock,North America,United States,US,,,Unknown,USD,False,199,binah capital group
US0905722072,Bio-Rad Laboratories,Stock,North America,United States,US,,,Unknown,USD,False,199,bio-rad laboratories
US09058V1035,BioCryst Pharmaceuticals,Stock,North America,United States,US,,,Unknown,USD,False,199,biocryst pharmaceuticals
US09061G1013,Biomarin,Stock,North America,United States,US,,,Unknown,USD,False,199,biomarin
US09062W2044,BioLife Solutions,Stock,North America,United States,US,,,Unknown,USD,False,200,biolife solutions
US09062X1037,Biogen,Stock,North America,United States,US,,,Unknown,USD,False,200,biogen
US0906556065,BioRestorative Therapies,Stock,North America,United States,US,,,Unknown,USD,False,200,biorestorative therapies
US09073M1045,Bio-Techne,Stock,North America,United States,US,,,Unknown,USD,False,200,bio-techne
US09073Q3039,Scinai Immunotherapeutics,Stock,North America,United States,US,,,Unknown,USD,False,200,scinai immunotherapeutics
US09075P2048,BioXcel Therapeutics Inc. Reg.Shs New o.N.,Stock,North America,United States,US,,,Unknown,USD,False,200,bioxcel therapeutics inc. reg.shs new o.n.
US09075V1026,BioNTech (ADR),Stock,North America,United States,US,,,Unknown,USD,True,200,biontech (adr)
US09077V1008,Bioage Labs,Stock,North America,United States,US,,,Unknown,USD,False,200,bioage labs
US09175A2069,BitMine Immersion Technology,Stock,North America,United States,US,,,Unknown,USD,False,200,bitmine immersion technology
US09180C1062,BJ's Restaurants,Stock,North America,United States,US,,,Unknown,USD,False,200,bj's restaurants
US0921131092,Black Hills,Stock,North America,United States,US,,,Unknown,USD,False,200,black hills
US09227Q1004,Blackbaud,Stock,North America,United States,US,,,Unknown,USD,False,200,blackbaud
US09239B1098,BlackLine,Stock,North America,United States,US,,,Unknown,USD,False,200,blackline
US09257W1009,Blackstone Mortgage Trust,Stock,North America,United States,US,,,Unknown,USD,False,200,blackstone mortgage trust
US09259E1082,BlackRock TCP Capital,Stock,North America,United States,US,,,Unknown,USD,False,200,blackrock tcp capital
US09260D1072,Blackstone Group,Stock,North America,United States,US,,,Unknown,USD,False,200,blackstone group
US09261X1028,Blackstone Secured Lending,Stock,North America,United States,US,,,Unknown,USD,False,200,blackstone secured lending
US09290D1019,BlackRock,Stock,North America,United States,US,,,Unknown,USD,False,200,blackrock
US0936711052,H&R Block,Stock,North America,United States,US,,,Unknown,USD,False,200,h&r block
US0937121079,Bloom Energy,Stock,North America,United States,US,,,Unknown,USD,False,200,bloom energy
US0942351083,Bloomin' Brands,Stock,North America,United States,US,,,Unknown,USD,False,200,bloomin' brands
US0953061068,Blue Bird,Stock,North America,United States,US,,,Unknown,USD,False,200,blue bird
US09549B1044,Blue Foundry Bancorp,Stock,North America,United States,US,,,Unknown,USD,False,200,blue foundry bancorp
US09624H2085,Bluelinx Holdings,Stock,North America,United States,US,,,Unknown,USD,False,200,bluelinx holdings
US0970231058,Boeing,Stock,North America,United States,US,,,Unknown,USD,False,200,boeing
US09739D1000,Boise Cascade,Stock,North America,United States,US,,,Unknown,USD,False,200,boise cascade
US09857L1089,Booking Holdings,Stock,North America,United States,US,,,Unknown,USD,False,200,booking holdings
US0994061002,Boot Barn Holdings,Stock,North America,United States,US,,,Unknown,USD,False,200,boot barn holdings
US0995021062,Booz Allen Hamilton Holding,Stock,North America,United States,US,,,Unknown,USD,False,200,booz allen hamilton holding
US0997241064,BorgWarner,Stock,North America,United States,US,,,Unknown,USD,False,200,borgwarner
US1005571070,The Boston Beer Company,Stock,North America,United States,US,,,Unknown,USD,False,200,the boston beer company
US1010441053,Boston Omaha,Stock,North America,United States,US,,,Unknown,USD,False,200,boston omaha
US1011211018,Boston Properties,Stock,North America,United States,US,,,Unknown,USD,False,200,boston properties
US1011371077,Boston Scientific,Stock,North America,United States,US,,,Unknown,USD,False,200,boston scientific
US1021171087,Bouygues (ADR),Stock,North America,United States,US,,,Unknown,USD,True,200,bouygues (adr)
US10316T1043,Box Inc.,Stock,North America,United States,US,,,Unknown,USD,False,200,box inc.
US1033041013,Boyd Gaming,Stock,North America,United States,US,,,Unknown,USD,False,200,boyd gaming
US1046741062,Brady,Stock,North America,United States,US,,,Unknown,USD,False,200,brady
US10482B1017,Braemar Hotels & Resorts,Stock,North America,United States,US,,,Unknown,USD,False,200,braemar hotels & resorts
US1053682035,Brandywine,Stock,North America,United States,US,,,Unknown,USD,False,201,brandywine
US10554B1044,BrasilAgro (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,brasilagro (adr)
US10576N1028,Braze,Stock,North America,United States,US,,,Unknown,USD,False,201,braze
US1058613068,Atlas Lithium,Stock,North America,United States,US,,,Unknown,USD,False,201,atlas lithium
US1071801013,Brenntag (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,brenntag (adr)
US10806X1028,BridgeBio Pharma,Stock,North America,United States,US,,,Unknown,USD,False,201,bridgebio pharma
US10807Q7007,Bridgeline Digital,Stock,North America,United States,US,,,Unknown,USD,False,201,bridgeline digital
US1084412055,Bridgestone (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,bridgestone (adr)
US1086211034,Bridgewater Bancshares,Stock,North America,United States,US,,,Unknown,USD,False,201,bridgewater bancshares
US1091992081,Bright Scholar Education A (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,bright scholar education a (adr)
US10922N1037,Brighthouse Financial,Stock,North America,United States,US,,,Unknown,USD,False,201,brighthouse financial
US10948C1071,BrightView Holdings,Stock,North America,United States,US,,,Unknown,USD,False,201,brightview holdings
US10948W1036,BrightSphere Investment Group,Stock,North America,United States,US,,,Unknown,USD,False,201,brightsphere investment group
US10949T1097,BrightSpire Capital (A),Stock,North America,United States,US,,,Unknown,USD,False,201,brightspire capital (a)
US1096411004,Brinker International,Stock,North America,United States,US,,,Unknown,USD,False,201,brinker international
US1096961040,Brink's Company,Stock,North America,United States,US,,,Unknown,USD,False,201,brink's company
US1101221083,Bristol-Myers Squibb,Stock,North America,United States,US,,,Unknown,USD,False,201,bristol-myers squibb
US11040G1031,Bristow Group,Stock,North America,United States,US,,,Unknown,USD,False,201,bristow group
US1104481072,British American Tobacco (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,british american tobacco (adr)
US11120U1051,Brixmor Property Group,Stock,North America,United States,US,,,Unknown,USD,False,201,brixmor property group
US11133T1034,Broadridge Financial Solutions,Stock,North America,United States,US,,,Unknown,USD,True,201,broadridge financial solutions
US11135E2037,Broadstone Net Lease,Stock,North America,United States,US,,,Unknown,USD,False,201,broadstone net lease
US11135F1012,Broadcom,Stock,North America,United States,US,,,Unknown,USD,False,201,broadcom
US11161T2078,Broadwind,Stock,North America,United States,US,,,Unknown,USD,False,201,broadwind
US1124631045,Brookdale Senior Living,Stock,North America,United States,US,,,Unknown,USD,False,201,brookdale senior living
US11259P1093,BROOKF.B.H 4.62,Stock,North America,United States,US,,,Unknown,USD,False,201,brookf.b.h 4.62
US1143401024,Azenta,Stock,North America,United States,US,,,Unknown,USD,False,201,azenta
US1152361010,Brown & Brown,Stock,North America,United States,US,,,Unknown,USD,False,201,brown & brown
US1156371007,Brown-Forman (A),Stock,North America,United States,US,,,Unknown,USD,False,201,brown-forman (a)
US1156372096,Brown-Forman (B),Stock,North America,United States,US,,,Unknown,USD,False,201,brown-forman (b)
US1167941087,Bruker,Stock,North America,United States,US,,,Unknown,USD,False,201,bruker
US11687Q1094,Brunello Cucinelli (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,brunello cucinelli (adr)
US1170431092,Brunswick,Stock,North America,United States,US,,,Unknown,USD,False,201,brunswick
US11778E1064,B3 (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,b3 (adr)
US1184401065,Buckle,Stock,North America,United States,US,,,Unknown,USD,False,201,buckle
US1200761047,Build-A-Bear Workshop,Stock,North America,United States,US,,,Unknown,USD,False,201,build-a-bear workshop
US12008R1077,Builders FirstSource,Stock,North America,United States,US,,,Unknown,USD,False,201,builders firstsource
US12117P1093,Bureau Veritas (ADR),Stock,North America,United States,US,,,Unknown,USD,True,201,bureau veritas (adr)
US1220171060,Burlington Stores,Stock,North America,United States,US,,,Unknown,USD,False,201,burlington stores
US12233L2060,Burning Rock Biotech (ADR),Stock,North America,United States,US,,,Unknown,USD,True,202,burning rock biotech (adr)
US12326C1053,Business First Bancshares,Stock,North America,United States,US,,,Unknown,USD,False,202,business first bancshares
US1244111092,Byline Bancorp,Stock,North America,United States,US,,,Unknown,USD,False,202,byline bancorp
US12466Q1040,C&F Financial,Stock,North America,United States,US,,,Unknown,USD,False,202,c&f financial
US12468P1049,C3 Ai,Stock,North America,United States,US,,,Unknown,USD,False,202,c3 ai
US1248051021,CBIZ,Stock,North America,United States,US,,,Unknown,USD,False,202,cbiz
US1248308785,CBL & Associates Properties,Stock,North America,United States,US,,,Unknown,USD,False,202,cbl & associates properties
US12503M1080,Cboe Global Markets,Stock,North America,United States,US,,,Unknown,USD,False,202,cboe global markets
US12504L1098,CBRE Group,Stock,North America,United States,US,,,Unknown,USD,False,202,cbre group
US1251051066,CD Projekt (ADR),Stock,North America,United States,US,,,Unknown,USD,True,202,cd projekt (adr)
US12510Q1004,CCC Intelligent Solutions,Stock,North America,United States,US,,,Unknown,USD,False,202,ccc intelligent solutions
US1251411013,CECO Environmental,Stock,North America,United States,US,,,Unknown,USD,False,202,ceco environmental
US12514G1085,CDW,Stock,North America,United States,US,,,Unknown,USD,False,202,cdw
US1252691001,CF Industries,Stock,North America,United States,US,,,Unknown,USD,False,202,cf industries
US12541W2098,C. H. Robinson Worldwide,Stock,North America,United States,US,,,Unknown,USD,False,202,c. h. robinson worldwide
US1255231003,Cigna,Stock,North America,United States,US,,,Unknown,USD,False,202,cigna
US12562Y1001,"CK Hutchison Holdings Ltd. Reg. Shares (ADRs)/1 HD 0,50",Stock,North America,United States,US,,,Unknown,USD,True,202,"ck hutchison holdings ltd. reg. shares (adrs)/1 hd 0,50"
US12572Q1058,CME Group,Stock,North America,United States,US,,,Unknown,USD,False,202,cme group
US1258961002,CMS Energy,Stock,North America,United States,US,,,Unknown,USD,False,202,cms energy
US1261171003,CNA Financial,Stock,North America,United States,US,,,Unknown,USD,False,202,cna financial
US1261281075,CNB Financial,Stock,North America,United States,US,,,Unknown,USD,False,202,cnb financial
US12621E1038,CNO Financial Group,Stock,North America,United States,US,,,Unknown,USD,False,202,cno financial group
US1263491094,CSG Systems,Stock,North America,United States,US,,,Unknown,USD,False,202,csg systems
US12634H2004,CPI Card Group,Stock,North America,United States,US,,,Unknown,USD,False,202,cpi card group
US1264021064,CSW Industrials,Stock,North America,United States,US,,,Unknown,USD,False,202,csw industrials
US1264081035,CSX,Stock,North America,United States,US,,,Unknown,USD,False,202,csx
US1265011056,CTS Corporation,Stock,North America,United States,US,,,Unknown,USD,False,202,cts corporation
US12650W1071,Cts eventim (ADR),Stock,North America,United States,US,,,Unknown,USD,True,202,cts eventim (adr)
US12653C1080,CNX Resources Corporation,Stock,North America,United States,US,,,Unknown,USD,False,202,cnx resources corporation
US1266011030,CVD Equipment,Stock,North America,United States,US,,,Unknown,USD,False,202,cvd equipment
US12662P1084,CVR Energy,Stock,North America,United States,US,,,Unknown,USD,False,202,cvr energy
US1266501006,CVS Health,Stock,North America,United States,US,,,Unknown,USD,False,202,cvs health
US12685J1051,Cable One,Stock,North America,United States,US,,,Unknown,USD,False,202,cable one
US1270551013,Cabot Corporation,Stock,North America,United States,US,,,Unknown,USD,False,202,cabot corporation
US1270971039,Coterra Energy,Stock,North America,United States,US,,,Unknown,USD,False,202,coterra energy
US1271903049,CACI,Stock,North America,United States,US,,,Unknown,USD,False,202,caci
US1272031071,Cactus Inc.,Stock,North America,United States,US,,,Unknown,USD,False,202,cactus inc.
US1273871087,Cadence Design Systems,Stock,North America,United States,US,,,Unknown,USD,False,202,cadence design systems
US12738K1097,Cadeler (ADR),Stock,North America,United States,US,,,Unknown,USD,True,202,cadeler (adr)
US12740C1036,Cadence Bank,Stock,North America,United States,US,,,Unknown,USD,False,203,cadence bank
US1275372076,Cadiz,Stock,North America,United States,US,,,Unknown,USD,False,203,cadiz
US12769G1004,Caesars Entertainment,Stock,North America,United States,US,,,Unknown,USD,False,203,caesars entertainment
US1280302027,Cal-Maine Foods,Stock,North America,United States,US,,,Unknown,USD,False,203,cal-maine foods
US12803K1097,Caixabank (ADR),Stock,North America,United States,US,,,Unknown,USD,True,203,caixabank (adr)
US1280583022,Lisata Therapeutics,Stock,North America,United States,US,,,Unknown,USD,False,203,lisata therapeutics
US1295001044,Caleres,Stock,North America,United States,US,,,Unknown,USD,False,203,caleres
US13057Q3056,California Resources,Stock,North America,United States,US,,,Unknown,USD,False,203,california resources
US1307881029,California Water Service Group,Stock,North America,United States,US,,,Unknown,USD,False,203,california water service group
US13100M5094,Calix,Stock,North America,United States,US,,,Unknown,USD,False,203,calix
US1311931042,Topgolf Callaway Brands,Stock,North America,United States,US,,,Unknown,USD,False,203,topgolf callaway brands
US1330341082,Camden National,Stock,North America,United States,US,,,Unknown,USD,False,203,camden national
US1331311027,Camden Property Trust,Stock,North America,United States,US,,,Unknown,USD,False,203,camden property trust
US1344291091,Campbell Soup,Stock,North America,United States,US,,,Unknown,USD,False,203,campbell soup
US13462K1097,Camping World Holdings,Stock,North America,United States,US,,,Unknown,USD,False,203,camping world holdings
US1347481020,Canaan ADR (A),Stock,North America,United States,US,,,Unknown,USD,True,203,canaan adr (a)
US13765N1072,Cannae Holdings,Stock,North America,United States,US,,,Unknown,USD,False,203,cannae holdings
US1380063099,Canon (ADR),Stock,North America,United States,US,,,Unknown,USD,True,203,canon (adr)
US1381031061,Cantaloupe,Stock,North America,United States,US,,,Unknown,USD,False,203,cantaloupe
US13916V1070,Capcom (ADR),Stock,North America,United States,US,,,Unknown,USD,True,203,capcom (adr)
US13961R1005,Capgemini SE Act.Nom. (Unsp.ADRs) 1/5/EO 8,Stock,North America,United States,US,,,Unknown,USD,True,203,capgemini se act.nom. (unsp.adrs) 1/5/eo 8
US1396741050,Capital City Bank Group,Stock,North America,United States,US,,,Unknown,USD,False,203,capital city bank group
US1397371006,Capital Bancorp,Stock,North America,United States,US,,,Unknown,USD,False,203,capital bancorp
US14040H1059,Capital One,Stock,North America,United States,US,,,Unknown,USD,False,203,capital one
US1404752032,Capital Senior Living,Stock,North America,United States,US,,,Unknown,USD,False,203,capital senior living
US1405011073,Capital Southwest,Stock,North America,United States,US,,,Unknown,USD,False,203,capital southwest
US14068E2081,Capstone Therapeutics,Stock,North America,United States,US,,,Unknown,USD,False,203,capstone therapeutics
US14070B3096,Capricor Therapeutics,Stock,North America,United States,US,,,Unknown,USD,False,203,capricor therapeutics
US1407553072,Tvardi Therapeutics Inc. Registered Shares o.N.,Stock,North America,United States,US,,,Unknown,USD,False,203,tvardi therapeutics inc. registered shares o.n.
US14147L1089,Cardiff Oncology,Stock,North America,United States,US,,,Unknown,USD,False,203,cardiff oncology
US14149Y1082,Cardinal Health,Stock,North America,United States,US,,,Unknown,USD,False,203,cardinal health
US14161W1053,Cardlytics,Stock,North America,United States,US,,,Unknown,USD,False,203,cardlytics
US14167L1035,CareDx,Stock,North America,United States,US,,,Unknown,USD,False,203,caredx
US14167R1005,CareCloud,Stock,North America,United States,US,,,Unknown,USD,False,203,carecloud
US14174T1079,CareTrust REIT,Stock,North America,United States,US,,,Unknown,USD,False,203,caretrust reit
US1417881091,CarGurus,Stock,North America,United States,US,,,Unknown,USD,False,203,cargurus
US1421521071,Caris Life Sciences,Stock,North America,United States,US,,,Unknown,USD,False,203,caris life sciences
US14216R1014,Carisma Therapeutics,Stock,North America,United States,US,,,Unknown,USD,False,203,carisma therapeutics
US14218T1051,Carl Zeiss Meditec (ADR),Stock,North America,United States,US,,,Unknown,USD,True,203,carl zeiss meditec (adr)
US1423391002,Carlisle Companies,Stock,North America,United States,US,,,Unknown,USD,False,204,carlisle companies
US1431301027,CarMax,Stock,North America,United States,US,,,Unknown,USD,False,204,carmax
US14316J1088,Carlyle Group,Stock,North America,United States,US,,,Unknown,USD,False,204,carlyle group
US14365C1036,Carnival (ADR),Stock,North America,United States,US,,,Unknown,USD,True,204,carnival (adr)
US14427M1071,Carparts.com,Stock,North America,United States,US,,,Unknown,USD,False,204,carparts.com
US1442851036,Carpenter Technology,Stock,North America,United States,US,,,Unknown,USD,False,204,carpenter technology
US1444302046,Carrefour ADR,Stock,North America,United States,US,,,Unknown,USD,True,204,carrefour adr
US14448C1045,Carrier Global,Stock,North America,United States,US,,,Unknown,USD,False,204,carrier global
US14575E1055,Cars.com,Stock,North America,United States,US,,,Unknown,USD,False,204,cars.com
US1461031064,Carter Bankshares,Stock,North America,United States,US,,,Unknown,USD,False,204,carter bankshares
US1462291097,Carter's,Stock,North America,United States,US,,,Unknown,USD,False,204,carter's
US1468691027,Carvana,Stock,North America,United States,US,,,Unknown,USD,False,204,carvana
US1474481041,Casella Waste Systems,Stock,North America,United States,US,,,Unknown,USD,False,204,casella waste systems
US1475281036,Casey's General Stores,Stock,North America,United States,US,,,Unknown,USD,False,204,casey's general stores
US14808P1093,Cass Information Systems,Stock,North America,United States,US,,,Unknown,USD,False,204,cass information systems
US14817C1071,Cassava Sciences,Stock,North America,United States,US,,,Unknown,USD,False,204,cassava sciences
US14888U1016,Catalyst Pharmaceuticals,Stock,North America,United States,US,,,Unknown,USD,False,204,catalyst pharmaceuticals
US1489063081,"Cathay Pacific Airways Ltd. Reg. Shs (Spons.ADRs)/5 HD-,20",Stock,North America,United States,US,,,Unknown,USD,True,204,"cathay pacific airways ltd. reg. shs (spons.adrs)/5 hd-,20"
US1491231015,Caterpillar,Stock,North America,United States,US,,,Unknown,USD,False,204,caterpillar
US1491501045,Cathay Bancorp,Stock,North America,United States,US,,,Unknown,USD,False,204,cathay bancorp
US1492051065,Cato,Stock,North America,United States,US,,,Unknown,USD,False,204,cato
US1500421094,CECONOMY AG Stammakt.(Unsp.ADRs)1/5/o.N.,Stock,North America,United States,US,,,Unknown,USD,True,204,ceconomy ag stammakt.(unsp.adrs)1/5/o.n.
US1508701034,Celanese,Stock,North America,United States,US,,,Unknown,USD,False,204,celanese
US15117B2025,Celldex Therapeutics,Stock,North America,United States,US,,,Unknown,USD,False,204,celldex therapeutics
US15117K1034,Cellectis (ADR),Stock,North America,United States,US,,,Unknown,USD,True,204,cellectis (adr)
US15117N7012,"Imunon Inc. Registered Shares New DL -,01",Stock,North America,United States,US,,,Unknown,USD,False,204,"imunon inc. registered shares new dl -,01"
US15126Q2084,Cementos Pacasmayo (ADR),Stock,North America,United States,US,,,Unknown,USD,True,204,cementos pacasmayo (adr)
US1512908898,Cemex (ADR),Stock,North America,United States,US,,,Unknown,USD,True,204,cemex (adr)
US15135B1017,Centene,Stock,North America,United States,US,,,Unknown,USD,False,204,centene
US15189T1079,CenterPoint Energy,Stock,North America,United States,US,,,Unknown,USD,False,204,centerpoint energy
US15202L1070,Centerspace,Stock,North America,United States,US,,,Unknown,USD,False,204,centerspace
US1523091007,Centessa Pharmaceuticals (ADR),Stock,North America,United States,US,,,Unknown,USD,True,204,centessa pharmaceuticals (adr)
US15234Q1085,Eletrobras (ADR B),Stock,North America,United States,US,,,Unknown,USD,True,204,eletrobras (adr b)
US15234Q2075,Eletrobras (ADR),Stock,North America,United States,US,,,Unknown,USD,True,204,eletrobras (adr)
US1534361001,The Central and Eastern Europe Fund,Stock,North America,United States,US,,,Unknown,USD,False,204,the central and eastern europe fund
US1535271068,Central Garden & Pet,Stock,North America,United States,US,,,Unknown,USD,False,204,central garden & pet
US1535272058,Central Garden & Pet (A NV),Stock,North America,United States,US,,,Unknown,USD,False,204,central garden & pet (a nv)
US1547604090,Central Pacific Financial,Stock,North America,United States,US,,,Unknown,USD,False,204,central pacific financial
US1550382014,Central Puerto (ADR),Stock,North America,United States,US,,,Unknown,USD,True,204,central puerto (adr)
US1551231020,Central Securities,Stock,North America,United States,US,,,Unknown,USD,False,205,central securities
US1564311082,Century Aluminum,Stock,North America,United States,US,,,Unknown,USD,False,205,century aluminum
US15643U1043,Centrus Energy (A),Stock,North America,United States,US,,,Unknown,USD,False,205,centrus energy (a)
US1564921005,Century Casinos,Stock,North America,United States,US,,,Unknown,USD,False,205,century casinos
US1565043007,Century Communities,Stock,North America,United States,US,,,Unknown,USD,False,205,century communities
US1567271093,Cerence,Stock,North America,United States,US,,,Unknown,USD,False,205,cerence
US1567761069,Ceres Power Holdings ADR,Stock,North America,United States,US,,,Unknown,USD,True,205,ceres power holdings adr
US15677J1088,Dayforce,Stock,North America,United States,US,,,Unknown,USD,False,205,dayforce
US15687V1098,Certara,Stock,North America,United States,US,,,Unknown,USD,False,205,certara
US1570851014,Cerus,Stock,North America,United States,US,,,Unknown,USD,False,205,cerus
US15713L1098,"CervoMed Inc. Registered Shares DL -,001",Stock,North America,United States,US,,,Unknown,USD,False,205,"cervomed inc. registered shares dl -,001"
US1572101053,CEVA,Stock,North America,United States,US,,,Unknown,USD,False,205,ceva
US15743P1049,Chagee Holdings,Stock,North America,United States,US,,,Unknown,USD,False,205,chagee holdings
US15870P3073,Champions Oncology,Stock,North America,United States,US,,,Unknown,USD,False,205,champions oncology
US15961R3030,ChargePoint Holdings Inc. Registered Shares o.N.,Stock,North America,United States,US,,,Unknown,USD,False,205,chargepoint holdings inc. registered shares o.n.
US1598641074,Charles River Laboratories,Stock,North America,United States,US,,,Unknown,USD,False,205,charles river laboratories
US16115Q3083,Chart Industries,Stock,North America,United States,US,,,Unknown,USD,False,205,chart industries
US16119P1084,Charter Communications,Stock,North America,United States,US,,,Unknown,USD,False,205,charter communications
US1630721017,Cheesecake Factory,Stock,North America,United States,US,,,Unknown,USD,False,205,cheesecake factory
US1630752038,Cheetah Mobile A (ADR),Stock,North America,United States,US,,,Unknown,USD,True,205,cheetah mobile a (adr)
US1630861011,The Chefs' Warehouse,Stock,North America,United States,US,,,Unknown,USD,False,205,the chefs' warehouse
US1630921096,Chegg,Stock,North America,United States,US,,,Unknown,USD,False,205,chegg
US16359R1032,Chemed,Stock,North America,United States,US,,,Unknown,USD,False,205,chemed
US1638511089,Chemours,Stock,North America,United States,US,,,Unknown,USD,False,205,chemours
US16411R2085,Cheniere Energy,Stock,North America,United States,US,,,Unknown,USD,False,205,cheniere energy
US1651677353,Expand Energy,Stock,North America,United States,US,,,Unknown,USD,False,205,expand energy
US1653031088,Chesapeake Utilities Corp.,Stock,North America,United States,US,,,Unknown,USD,False,205,chesapeake utilities corp.
US1667641005,Chevron,Stock,North America,United States,US,,,Unknown,USD,False,205,chevron
US16679L1098,Chewy,Stock,North America,United States,US,,,Unknown,USD,False,205,chewy
US16842Q1004,Chicken Soup for the Soul Entertainment,Stock,North America,United States,US,,,Unknown,USD,False,205,chicken soup for the soul entertainment
US1689051076,Children's Place,Stock,North America,United States,US,,,Unknown,USD,False,205,children's place
US16890R1095,China Longyuan Power Grp ADR,Stock,North America,United States,US,,,Unknown,USD,True,205,china longyuan power grp adr
US16934Q8024,Chimera Investment,Stock,North America,United States,US,,,Unknown,USD,False,205,chimera investment
US16934W1062,Chimerix,Stock,North America,United States,US,,,Unknown,USD,False,205,chimerix
US16954L2043,51 Talk Online Education Group,Stock,North America,United States,US,,,Unknown,USD,False,205,51 talk online education group
US1696561059,Chipotle Mexican Grill,Stock,North America,United States,US,,,Unknown,USD,False,205,chipotle mexican grill
US1699051066,Choice Hotels International,Stock,North America,United States,US,,,Unknown,USD,False,205,choice hotels international
US1702721085,Chocoladef. Lindt & Sprüngli Nam.-Akt.(ADR's)/1000 SF 10,Stock,North America,United States,US,,,Unknown,USD,True,205,chocoladef. lindt & sprüngli nam.-akt.(adr's)/1000 sf 10
US1707151064,Christian Dior SE Act.Port.(Unsp.ADRs) 1/4/EO 2,Stock,North America,United States,US,,,Unknown,USD,True,205,christian dior se act.port.(unsp.adrs) 1/4/eo 2
US1710774076,ChromaDex,Stock,North America,United States,US,,,Unknown,USD,False,206,chromadex
US17133Q5027,Chunghwa Telecom (ADR),Stock,North America,United States,US,,,Unknown,USD,True,206,chunghwa telecom (adr)
US1713401024,Church & Dwight,Stock,North America,United States,US,,,Unknown,USD,False,206,church & dwight
US1714841087,Churchill Downs,Stock,North America,United States,US,,,Unknown,USD,False,206,churchill downs
US1717572069,Cidara Therapeutics,Stock,North America,United States,US,,,Unknown,USD,False,206,cidara therapeutics
US1717793095,Ciena,Stock,North America,United States,US,,,Unknown,USD,False,206,ciena
US1720621010,Cincinnati Financial,Stock,North America,United States,US,,,Unknown,USD,False,206,cincinnati financial
US17243V1026,Cinemark Holdings,Stock,North America,United States,US,,,Unknown,USD,False,206,cinemark holdings
US17253J1060,Cipher Mining,Stock,North America,United States,US,,,Unknown,USD,False,206,cipher mining
US1725731079,Circle Internet Group,Stock,North America,United States,US,,,Unknown,USD,False,206,circle internet group
US17259U2042,CION Investment,Stock,North America,United States,US,,,Unknown,USD,False,206,cion investment
US1727551004,Cirrus Logic,Stock,North America,United States,US,,,Unknown,USD,False,206,cirrus logic
US17275R1023,Cisco Systems,Stock,North America,United States,US,,,Unknown,USD,False,206,cisco systems
US1729081059,Cintas,Stock,North America,United States,US,,,Unknown,USD,False,206,cintas
US1729674242,Citigroup,Stock,North America,United States,US,,,Unknown,USD,False,206,citigroup
US17306X1028,Citi Trends,Stock,North America,United States,US,,,Unknown,USD,False,206,citi trends
US1746101054,Citizens Financial Group,Stock,North America,United States,US,,,Unknown,USD,False,206,citizens financial group
US1747401008,Citizens,Stock,North America,United States,US,,,Unknown,USD,False,206,citizens
US1785871013,City Office REIT,Stock,North America,United States,US,,,Unknown,USD,False,206,city office reit
US1788671071,CIVISTA BANCSHARES,Stock,North America,United States,US,,,Unknown,USD,False,206,civista bancshares
US17888H1032,Civitas Resources,Stock,North America,United States,US,,,Unknown,USD,False,206,civitas resources
US18047P1012,Clariant ADR,Stock,North America,United States,US,,,Unknown,USD,True,206,clariant adr
US18270D1063,Claros Mortgage Trust,Stock,North America,United States,US,,,Unknown,USD,False,206,claros mortgage trust
US18270P1093,Clarus,Stock,North America,United States,US,,,Unknown,USD,False,206,clarus
US1844961078,Clean Harbors,Stock,North America,United States,US,,,Unknown,USD,False,206,clean harbors
US1844991018,Clean Energy Fuels,Stock,North America,United States,US,,,Unknown,USD,False,206,clean energy fuels
